Id;Date;Auteur;Titre;Langue
21746259;2012-03-28;J. J. Rant and Z. Milič and P. Turk and I. Lengar;NEUTRON RADIOGRAPHY AS A NDT METHOD IN ARCHAEOLOGY;
161687329;2018-10-06;Julia Michaelis;Modellgestützte Wirtschaftlichkeitsbewertung von Betriebskonzepten für Elektrolyseure in einem Energiesystem mit hohen Anteilen erneuerbarer Energien;
4850367;2009-04-13;;Optimization of environmental conditions and electron flow for enhanced hydrogen production by cyanobacterial species Synechocystis sp. PCC 6803;
89359670;2017-01-01;Chibueze Vincent Amanchukwu;Probing of reaction mechanisms, and development of polymeric materials for lithium-air batteries;
197745359;2008;M. DE GIORGI and A.FICARELLA and M.G. RODIO;Cavitation Modeling in Cryogenic Fluids for Liquid Rocket Engine Applications;
200648024;2018-10-24;Jingjing Duan (1423531) and Sheng Chen (21971) and Yibing Li (587133) and Chuan Zhao (1416175);CloselyArranged 3D–0D Graphene–NickelSulfide Superstructures for Bifunctional Hydrogen Electrocatalysis;
231720973;2019;M. Longo and M. Brenna and D. Zaninelli and M. Ceraolo and G. Lutzemberger and D. Poli;Fuel-cell based propulsion systems for hybrid railcars;
343210804;2019-01-01;Gunhild Allard Reigstad and Paula Coussy and Julian Straus and Chiara Bordin and Stefan Jaehnert and Sigmund Østtveit Størset and Benjamin Ruff;Hydrogen for Europe - Final report of the pre-study;
229209890;2011-01-01;A. Shah and V. Mohan and John W. Sheffield and Kevin B. Martin;Solar Powered Residential Hydrogen Fueling Station;
291314473;2018-07-20;Tetsuya Kida and Yuta Kuwaki and Azumi Miyamoto and Nur Laila Hamidah and Kazuto Hatakeyama and Armando T. Quitain and Mitsuru Sasaki and Atsushi Urakawa;Water vapor electrolysis with proton-conducting graphene oxide nanosheets;
47089647;2015-01-01;Thérèse Encrenaz and Thomas K. Greathouse and Franck Lefèvre and Franck Montmessin and François Forget and T. Fouchet and C. DeWitt and M. J. Richter and J. H. Lacy and B. Bézard and S. K. Atreya;Seasonal variations of hydrogen peroxide and waper vapor on Mars: Further indications of heterogeneous chemistry;
21746259;2012-03-28;J. J. Rant and Z. Milič and P. Turk and I. Lengar;NEUTRON RADIOGRAPHY AS A NDT METHOD IN ARCHAEOLOGY;
37008162;2009-01-01;Aaron Thornton and Tamsyn Hilder and Anita Hill and James M Hill;Predicting gas diffusion regime within pores of different size, shape;
103648940;2012;Dan Haberberger and Sergei Tochitsky and Frederico Fiuza and Chao Gong and Ricardo A. Fonseca and Luis O. Silva and Warren B. Mori and Chan Joshi;Collisionless shocks in laser-produced plasma generate monoenergetic high-energy proton beams;
38628927;2014-06-12;FISCHER Burkhard and RUIZ MORENO ANA MARIA and HAEHNER Peter and SOLLER Sebastian;Impact of high-pressure hydrogen on the fatigue life of steel A-286;
144141937;2006-01-01;Xiuyuan Xu;Interaction of Chemical Oxidants with Aquifer Materials;
375073260;2007-01-01;B. L. Bhargava and S. Balasubramanian;Insights into the structure and dynamics of a room-temperature ionic liquid: ab initio molecular dynamics simulation studies of 1-n-Butyl-3-methylimidazolium hexafluorophosphate ([bmim][PF<sub>6</sub>]) and the [bmim][PF<sub>6</sub>]−CO<sub>2</sub> mixture;
54456235;2007-01-01;Fernando Ortenzi and Maria Chiesa and Riccardo Scarcelli and Giovanni Pede;Experimental tests of blends of hydrogen and natural gas in light-duty vehicles;
108728980;2016-10-01;R. A. Dunlap;A Simple and Objective Carbon Footprint Analysis for Alternative Transportation Technologies;
19385851;;Nils Johnson and Christopher Yang and J Ogden;A GIS-based Assessment of Coal-based Hydrogen Infrastructure Deployment in the State of Ohio;
34042546;2011;Pawel Oleszczak and Piotr Wolanski and Wei Shyy;Influence of geometrical configuration on spontaneous hydrogen ignition process;
323406783;2011-01-01;John Clayton Stilley Junior;Comparing the Airborne Particulate Matter Outcomes Associated with Transportation Technologies Used to Meet the Climate Change Legislation, California's Governor's Executive Order S-3-05;
86233217;2010;K.J.J. Steinbusch;Liquid biofuel production from volatile fatty acids;
34894680;2010;J. Westerhout and D. Borodin and S. Brezinsek and N.J. Lopes-Cardozo and J. Rapp and D.C. Schram and G.J. van Rooij;The breakup of methane under ITER divertor hydrogen plasma conditions for carbon chemical erosion analysis with CH spectroscopy;
71272340;2008-08-01;Phillip Montgomery Campbell and Carolyn W. Bogdan;Analytical models for total dose ionization effects in MOS devices.;
251100535;2010-01-01;Nesrin Ozalp and Jayakrishna Devanuri;CFD analysis of multi-phase turbulent flow in a solar reactor for emission-free generation of hydrogen;
300471109;2018-11-15;Mohd Hanafi Ani and M Z Zaharudin and Suryanto . and Hadi Purwanto and M.F.M. Din and T. Kurniawan .;Schottky's barrier height of T91/Cr2O3 heterojunction in dry and wet conditions: effects of watervapor onto accelerated high temperature oxidation;
300148001;2015-02;백승재;The effect of oxygen functional groups on the electrical transport of  multi-layered graphene oxide;
152738741;2012-02-14;Ji-Yong Shin (2113798) and Jong Hoon Joo (2113795) and Dominik Samuelis (1671805) and Joachim Maier (1580242);Oxygen-Deficient TiO<sub>2−δ</sub> Nanoparticlesvia Hydrogen Reduction for High Rate Capability Lithium Batteries;
71162664;1998-07-24;M.W. Knobbe;Analysis of PEM electrolyzers;
148341331;1999-03-24;Khlopenkov Konstantin Victorich and クロペンコフ コンスタンチン and Konstantin Victorich KHLOPENKOV;Impurity Transport Study by means of Tracer-Encapsulated Pellet Injection;
83733887;2011-12-01;Martin Andersson and Jinliang Yuan and Bengt Sundén and Ting Shuai Li and Wei Guo Wang;Modeling Validation and Simulation of an Anode Supported SOFC including Mass and Heat Transport, Fluid Flow and Chemical Reactions;
229102271;2006-05-24;Kevin B. Martin and Scott Erwin Grasman;A Feasibility Study for Hydrogen Economy Infrastructures;
84853968;2015-01-01;Thérèse Encrenaz and Thomas K. Greathouse and Franck Lefèvre and Franck Montmessin and François Forget and T. Fouchet and C. DeWitt and M. J. Richter and J. H. Lacy and B. Bézard and S. K. Atreya;Seasonal variations of hydrogen peroxide and waper vapor on Mars: Further indications of heterogeneous chemistry;
11388566;2004;Raffaella Gerboni and Evasio Lavagno;HeliNet energy subsystem: an integrated Hydrogen system for statospheric applications;
326785383;2008;M. (ORCID:0000-0003-3901-8657) Cabrini and S. (ORCID:0000-0002-1337-7590) Lorenzi and P. Marcassoli and T. (ORCID:0000-0002-1443-7786) Pastore;Effect of hydrogen diffusion on environmental assisted cracking of pipeline steels under cathodic protection;
1881245;2007-03-20;MA Uyterlinde and GH Martinus and H Rösler and N Kouvaritakis and L Mantzos and V Panos and M Zeka-Paschou and I KEPPO and L Szabó and P Russ and W Suwala and S Kypreos and S Jokisch and M Blesl and I Ellersdorfer and M Zürn and U Fahl and F Pratlong and P Le Mouel and F Sano and K Akimoto and T Homma and T Tomoda;The contribution of technological progress to a sustainable energy system. Volume 5 in the CASCADE MINTS project;
6312692;;G.J. Offer and D. Howey and M. Contestabile and R. Clague and N.P. Brandon;Comparative analysis of battery electric, hydrogen fuel cell and hybrid vehicles in a future sustainable road transport system;
150419547;2014-12-26;Sadiye Velioglu (1698436) and Xun Yao (1698442) and Julien Devémy (1698451) and M. Goktug Ahunbay (1698445) and S. Birgul Tantekin-Ersolmaz (1698433) and Alain Dequidt (1698439) and Margarida F. CostaGomes (1698454) and Agílio A. H. Pádua (1698448);Solvationof a Cellulose Microfibril in ImidazoliumAcetate Ionic Liquids: Effect of a Cosolvent;
198058222;2017-07-15;Iva Matić;Wastewater Treatment Plant Osijek Funnel Height Selection Based on the Criteria Hydrogen Sulfide, Mercaptan and Ammonium Emission Criteria : Master's Thesis;
200461036;2019-04-02;Kaushik Naskar (3069819) and Sayantan Sil (3808180) and Nilima Sahu (6580340) and Basudeb Dutta (3955133) and A. M. Z. Slawin (6580343) and Partha Pratim Ray (3280206) and Chittaranjan Sinha (1685359);Enhancement of Electrical Conductivity due to StructuralDistortion from Linear to Nonlinear Dicarboxylato-Bridged Zn(II) 1D-CoordinationPolymers;
250582675;2019-09-01;Celia Pérez Mencía;Study of alternatives for the propulsion of collective vehicles for the transport of travelers by road;
20868225;2008-12-03;Jaimini Upadhyaya and Robert W. Peters and Fouad H. Fouad and Rajesh K. Ahluwalia and Ezzat Danial Doss and Tapas Das;and;
41635321;2014-06-06;陳凱文 and Kelvin Johnston;Titanium Dioxide Enhanced Carbon Nanotubes for Hydrogen Storage;
224411071;2015-06-01;Lew Fulton and Marshall Miller;Strategies for Transitioning to Low-Carbon Emission Trucks in the United States;
33897474;2000-06-01;K. Riahi and R.A. Roehrl;Energy technology strategies for carbon dioxide mitigation and sustainable development;
92219420;2013;B. Girod and D.P. van Vuuren and M. Grahn and A. Kitous and S.H. Kim and P. Kyle;Climate impact of transportation A model comparison;
81019825;2007-01-01;Irina Trusheva;Multicomponent separation performance of MFI-type zeolite   membranes;
249981837;2009-01-01;David Olsson Berstad and Hans Georg Jacob Stang and Petter Nekså;A future energy chain based on liquefied hydrogen;
100308227;2014-12-11;Weimin Zhou and Yafei Zhang and Xiaoming Niu and Guoquan Min;Chapter 2 One-Dimensional SiC Nanostructures: Synthesis and Properties;
270331779;2013-01-01;Valentin Duflot and D. Hurtmans and L. Clarisse and Y. R'Honi and C. Vigouroux and M. De Mazière and E. Mahieu and C. Servais and Cathy Clerbaux and P.-F. Coheur;Measurements of hydrogen cyanide (HCN) and acetylene (C<sub>2</sub>H<sub>2</sub>) from the Infrared Atmospheric Sounding Interferometer (IASI);
100287903;2014-12-10;Environmental Stress and Akram Ali and Fahad Alqurainy;Activities of antioxidants in plants            Akram Ali and fahad Alqurainy Activities of antioxidants in plants under;
102691891;2014;A Nextsteps and Joan Ogden and Christopher Yang and Michael Nicholas and Lew FultonJoan Ogden and Christopher Yang and Michael Nicholas and Lew Fulton;THE HYDROGEN TRANSITION;
162111873;2003-01-01;C. H. Foyer and G. Noctor;Redox sensing and signalling associated with reactive oxygen in chloroplasts, peroxisomes and mitochondria;
100869795;2004;S. Becken and P. Hart;Tourism stakeholders’ perspectives on climate change policy in New Zealand;
89813587;2014-01-01;Rada Krgović and Jelena Trifković and Dušanka Milojković-Opsenica and Dragan Manojlović and Jelena Mutić;Leaching of Major and Minor Elements during the Transport and Storage of Coal Ash Obtained in Power Plant;
5187281;2011-02-14;Tobin Micah Powell;Design of an underground compressed hydrogen gas storage;
52947840;2000-06;K. Riahi and R.A. Roehrl;Energy technology strategies for carbon dioxide mitigation and sustainable development;
40662242;1992-01-01;W. Zaengl and Muenchen (Germany) Gesellschaft fuer Oekologische Forschung e.V.;Elektro-Autos: Nein Danke  Eine kritische Dokumentation;
41204652;2011-01-01;Daniel Pelyhe and Tuna Memisoglu;How can Electric Vehiclesbecome the Dominant Design?;
296625967;2015-11-26; and Lopes D.G.da Silva E.P. and Pinto C.S. and Neves N.P. and Camargo J.C. and Ferreira P.F.P. and Furlan A.L. and Lopes D.G.;Technical And Economic Analysis Of A Power Supply System Based On Ethanol Reforming And Pemfc;
162612754;2018-08;Syarif Hidayat;ENERGY RECOVERY FROM WASTEWATER USING BIOELECTROCHEMICAL SYSTEMS DRIVEN BY REVERSE ELECTRODIALYSIS CELL;
77233523;2016-10-13;Friedemann Georg Albrecht and Ralph-Uwe Dietrich and Daniel Helmut König and Antje Seitz and André Thess;Techno-Economic Assessment of the Production of Synthetic Jet Fuel from Carbon Sources and Renewable Hydrogen;
109452522;2004;Mathieu Bernier;An Experimental Investigation of Heat Transfer to;
300444600;2018-01-30;Mohammed Ataur Rahman and Myo Aung Kaw and Rafia Afroz;Modeling and simulation of Graphene/Palladium catalyst reformer for hydrogen generation from waste of IC engine;
77296125;2006-Novem;A. Aiuppa and A. Franco and R. von Glasow and A. G. Allen and W. D'Alessandro and Tamsin Mather and D. M. Pyle and M. Valenza;The tropospheric processing of acidic gases and hydrogen sulphide in volcanic gas plumes as inferred from field and model investigations;
227532175;2019-04-01;John Vajo and Hongjin Tan and Channing Ahn and Dan Addison and Sonjong Hwang and James White and Timothy Wang and Vitalie Stavila and Jason A. Graetz;Electrolyte-assisted hydrogen storage reactions;
86546310;2017-01-01;M.-C. (Ming-Chung) Wu and C.-H. (Ching-Hsiang) Chen and W.-K. (Wei-Kang) Huang and K.-C. (Kai-Chi) Hsiao and T.-H. (Ting-Han) Lin and S.-H. (Shun-Hsiang) Chan and P.-Y. (Po-Yeh) Wu and C.-F. (Chun-Fu) Lu and Y.-H. (Yin-Hsuan) Chang and T.-F. (Tz-Feng) Lin and K.-H. (Kai-Hsiang) Hsu and J.-F. (Jen-Fu) Hsu and K.-M. (Kun-Mu) Lee and J.-J. (Jing-Jong) Shyue and K. (Krisztián) Kordás and W.-F. (Wei-Fang) Su;Improved solar-driven photocatalytic performance of highly crystalline hydrogenated TiO₂ nanofibers with core-shell structure;
275691178;2019-01-01;M. Longo and M. Brenna and D. Zaninelli and M. Ceraolo and G. Lutzemberger and D. Poli;Fuel-cell based propulsion systems for hybrid railcars;
344966695;2020-08-01;Gianluca Pauletto;Ni on FeCrAlloy Partially Oxides Methane at Short Contact Time and High Pressure;
292936152;2017-11-05;Nick Barts and Ryan Greenway and Courtney  N Passow and Lenin Arias-Rodriguez and Joanna  L Kelley and Michael Tobler;Molecular evolution and expression of oxygen transport genes in livebearing fishes (Poeciliidae) from hydrogen sulfide rich springs;
287140710;2019-09-25;Nikola Šoštarec;Transport Logistics Trends;
199929137;2017-03-06;劉泛鴻 and Fan-Hung Liu;Electronic properties of epitaxial graphene on SiC(0001) substrates;
220150022;2017-01-01;Harshad Lalit;Computational Investigation of Soot and Radiation in Turbulent Reacting Flows;
296639435;2015-06-16;T. Encrenaz and T. K. Greathouse and F. Lefèvre and F. Montmessin and F. Forget and T. Fouchet and C. DeWitt and M. J. Richter and J. H. Lacy and B. Bézard and S. K. Atreya;Seasonal variations of hydrogen peroxide and water vapor  on Mars: Further indications of heterogeneous chemistry;
224600425;2008-01-01;Susan Shaheen and Elliot Martin and Timothy Lipman;Dynamics in Behavioral Response to Fuel-Cell Vehicle Fleet and Hydrogen Infrastructure: An Exploratory Study;
80801569;2015;Jian Bian and Hardy Mohrbacher and H Lu and W Wang;Development of press hardening steel with high resistance to hydrogen embrittlement;
385615510;2021-01-01;Thibaut Lepage and Maroua Kammoun and Quentin Schmetz and Aurore Richel;Biomass-to-hydrogen: A review of main routes production, processes evaluation and techno-economical assessment;
71210974;2001-07-30;Shane E. Roark and Tony F. Sammells and Richard A. Mackay and Adam E. Calihman and Lyrik Y. Pitzman and Tom F. Barton and Sara L. Rolfe and Richard N. Kleiner and James E. Stephan and Mike J. Holmes and Aaron L. Wagner;ADVANCED HYDROGEN TRANSPORT MEMBRANES FOR VISION 21 FOSSIL FUEL PLANTS;
145027517;2006-10-16;Patrick Meyer;Vehicle \u26 infrastructure relationships in hydrogen transportation networks: Development of the H2VISION modeling tool;
230649953;2019-01-01;Markus Eduard Reuß;Techno-ökonomische Analyse alternativer Wasserstoffinfrastruktur;
146951621;2013-07;Manika Mahajan and Suresh K. Bhargava and Anthony P. O'Mullane;Electrochemical formation of porous copper 7, 7, 8, 8-tetracyanoquinodimethane and copper 2, 3, 5, 6-tetrafluoro-7, 7, 8, 8-tetracyanoquinodimethane honeycomb surfaces with superhydrophobic properties;
71264891;2012-06-01;Grant Hawkes and James O'Brien;Compilation of CFD Models of Various Solid Oxide Electrolyzers Analyzed at the Idaho National Laboratory;
161302208;2017-01-01;Sarah Reuter and Cédric Georges and Pascal Jacques and 9th Symposium on Biodegradable Metals for Biomedical Applications;Optimisation of the corrosion rate of iron-based alloys for bioresorbable stent applications by surface acidification;
209030944;2016-03-31;Abudukeremu Kadier and Yibadatihan Simayi and Peyman Abdeshahian and Nadia Farhana Azman and K. Chandrasekhar and Mohd Sahaid Kalil;A comprehensive review of microbial electrolysis cells (MEC) reactor designs and configurations for sustainable hydrogen gas production ;
300371177;2009-01-01;Mohd Hanafi Ani and Toshiya Kodama and Mitsutoshi Ueda and Kenichi Kawamura and Toshio Maruyama;The effect of water vapor on high temperature oxidationof Fe-Cr alloys at 1073K;
36064408;2003-01-01;Bård Lindström;Development of a methanol reformer for fuel cell vehicles;
101732680;2015-03-11;Ralph E H Sims;Climate Change Solutions From Biomass, Bioenergy and Biomaterials;
71215148;2003-01-22;D. Karner and J.E. Francfort;Advanced Vehicle Testing Activity: Hydrogen-Fueled Mercedes Sprinter Van Operating Summary - January 2003;
154625703;2011-09-29;Helene Nossen Sandvei;Will it be necessary to reallocate the future biomass resources from the heat market to the transportation sector?;
51225770;2010-01-01;Rodrigo Rivera-Tinoco and Chakib Bouallou;Using biomass as an energy source with low CO2 emissions;
77484853;2007-3-13;A Aiuppa and A Franco and R von Glasow and AG Allen and W D'Alessandro and TA Mather and DM Pyle and M Valenza;The tropospheric processing of acidic gases and hydrogen sulphide in volcanic gas plumes as inferred from field and model investigations;
195656580;2006-01-01;P. Vidossich and Stefano Piana and A. Miani and P. Carloni;Deuterium Isotope Effects in A:T and A:U Base Pairs: A Computational NMR Study;
296261182;2017-03-01;FUSTER beatrice and Deborah Houssin-Agbomson and Gilles Bernard-Michel and Guy Dang-Nhu and Simon Jallais and Elena Vyazmina and Mike Kuznetsov and Vladimir Molkov and Boris Chernyavskiy and Volodymyr Shentsov and Dmitry Makarov and Randy Dey and Philip Hooker and Daniele Baraldi and Evelyn Weidner and Daniele Melideo and Valerio Palmisano and Alexandros Venetsanos and Jan Der Kinderen;Guidelines and recommendations for indoor use of fuel cells and hydrogen systems;
297589372;2010-00-00;Husna Zayadi;Promoting fuel cell technology for marine propulsion system in Malaysia;
40658080;2001-01-01;M. Voswinckel and Technische Hochschule Aachen (Germany) and Forschungszentrum Juelich GmbH (Germany). Inst. fuer Sicherheitsforschung und Reaktorsicherheit;Sicherheitselemente zur Beseitigung von Wasserstoff aus inertisierten Containments von Siedewasserreaktoren;
227532425;2019-09-01;Itaru Ohira and Jennifer M. Jackson and Natalia V. Solomatova and Wolfgang Sturhahn and Gregory J. Finkelstein and Seiji Kamada and Takaaki Kawazoe and Fumiya Maeda and Naohisa Hirao and Satoshi Nakano and Thomas S. Toellner and Akio Suzuki and Eiji Ohtani;Compressional behavior and spin state of δ-(Al,Fe)OOH at high pressures;
287040933;2019-09-25;Nikola Šoštarec;Transport Logistics Trends;
228120819;2019-09-01;Itaru Ohira and Jennifer M. Jackson and Natalia V. Solomatova and Wolfgang Sturhahn and Gregory J. Finkelstein and Seiji Kamada and Takaaki Kawazoe and Fumiya Maeda and Naohisa Hirao and Satoshi Nakano and Thomas S. Toellner and Akio Suzuki and Eiji Ohtani;Compressional behavior and spin state of δ-(Al,Fe)OOH at high pressures;
159071206;2018-05-16;J Wu and K Fuji and M Yashima and A Staykov and T Akbay and T Ishihara and JA Kilner;A systematic evaluation of the role of the Lanthanide elements in complex functional oxides, implications for energy conversion devices;
81652573;2015-01-01;Steve R. Arnold and Louisa K. Emmons and S. A. Monks and Kathy S. Law and D. A. Ridley and Solène Turquety and S. Tilmes and Jennie L. Thomas and Idir Bouarar and J. Flemming and V. Huijnen and J. Mao and B. N. Duncan and S. Steenrod and Y. Yoshida and J. Langner and Y. Long;Biomass burning influence on high-latitude tropospheric ozone and reactive nitrogen in summer 2008: a multi-model analysis based on POLMIP simulations;
198051938;2018-01-01;Goutam Kuri and Harry Ramanantoanina and Johannes Bertsch and Matthias Martin and Itai Panas;Chemical state and atomic scale environment of nickel in the corrosion layer of irradiated Zircaloy-2 at a burn-up around 45 MWd/kg;
49270201;2015-02-01;Sandrine Berthon-Fabry and Laetitia Dubau and Yasser Ahmad and Katia Guérin and Marian Chatenet;Fluorinated Pt/carbon aerogels as electrocatalysts with improved corrosion-resistance for Proton Exchange Membrane Fuel Cell;
38965074;2014-01-01;Karl Törnmarck;The Directive on the Deployment of Alternative Fuels Infrastructure : An analysis of its effects on the market uptake of natural gas vehicles;
101048616;2015-01-07;Mark Z. Jacobson and Associate Professor and Environmental Engineering and Gerard Ketefian;Whitney Colella, Former Postdoctoral Student Researcher Cristina Archer, Postdoctoral Student Researcher;
201022240;2019-04-01;Jude John and Dong-Kyu Lee and Uk Sim;Photocatalytic and electrocatalytic approaches towards atmospheric nitrogen reduction to ammonia under ambient conditions;
214122333;2016-04-18;Samuel Starks and Trevor Krueger;Hydrogen as an Alternative Fuel;
6312692;;G.J. Offer and D. Howey and M. Contestabile and R. Clague and N.P. Brandon;Comparative analysis of battery electric, hydrogen fuel cell and hybrid vehicles in a future sustainable road transport system;
80801569;2015;Jian Bian and Hardy Mohrbacher and H Lu and W Wang;Development of press hardening steel with high resistance to hydrogen embrittlement;
34623088;2010;Nesrin Ozalp and Jayakrishna Devanuri;CFD analysis of multi-phase turbulent flow in a solar reactor for emission-free generation of hydrogen;
187149687;2018;M Siddiqui and S Nizamuddin and H Baloch and et al and D Dumbre and I . and A Asiri and A Bhutto and S Madapusi and G Griffin;Synthesis of magnetic carbon nanocomposites by hydrothermal carbonization and pyrolysis;
91666273;2011-10-01;Alberto A. Boretti;Numerical Evaluation ofThe Performance ofA Compression Ignition Cng Engine For Heavy DutyTrucksWithAn Optimum Speed PowerTurbine;
213023124;2011;Alberto Boretti;Numerical evaluation of the performance of a compression ignition CNG engine for heavy duty trucks with an optimum speed power turbine;
275589348;2019-10-30;Carles Ros Figueras;Stable and efficient photoelectrodes for solar fuels production;
150419547;2014-12-26;Sadiye Velioglu (1698436) and Xun Yao (1698442) and Julien Devémy (1698451) and M. Goktug Ahunbay (1698445) and S. Birgul Tantekin-Ersolmaz (1698433) and Alain Dequidt (1698439) and Margarida F. CostaGomes (1698454) and Agílio A. H. Pádua (1698448);Solvationof a Cellulose Microfibril in ImidazoliumAcetate Ionic Liquids: Effect of a Cosolvent;
387021239;2021-02-25;Zana Pirraku;The change in performance and in a load of internal combustion engine when fuel is changed from gasoline to hydrogen;
227482496;2017-01-01;Nigel Becknell;Design of Three-Dimensional Nanostructured Catalysts for the Oxygen Reduction Reaction;
301176244;2012-09-02;Alfredo de Jesús Guardo Zabaleta and Eliana Ramírez Rangel and María Angeles Larrayoz Iriarte and Francisco Javier Recasens Baxarías;Using CFD to estimate external mass transfer coefficients and intra-particle diffusional effects on the supercritical hydrogenation of sunflower oil;
31255882;2015-01-01;Thérèse Encrenaz and Thomas Greathouse and Franck Lefèvre and Franck Montmessin and François Forget and T. Fouchet and C. DeWitt and M. J. Richter and J. H. Lacy and B. Bézard and S. K. Atreya;Seasonal variations of hydrogen peroxide and waper vapor on Mars: Further indications of heterogeneous chemistry;
105275046;2001;Junho Je A and Seungwoo Doh B and Jongrok Kim C and Hwan Kim A;Theis (in Korea;
71224853;2004-01-01;Michael Schwartz;NOVEL COMPOSITE MEMBRANES FOR HYDROGEN SEPARATION IN GASIFICATION PROCESSES IN VISION 21 ENERGY PLANTS;
224411071;2015-06-01;Lew Fulton and Marshall Miller;Strategies for Transitioning to Low-Carbon Emission Trucks in the United States;
100308227;2014-12-11;Weimin Zhou and Yafei Zhang and Xiaoming Niu and Guoquan Min;Chapter 2 One-Dimensional SiC Nanostructures: Synthesis and Properties;
270331779;2013-01-01;Valentin Duflot and D. Hurtmans and L. Clarisse and Y. R'Honi and C. Vigouroux and M. De Mazière and E. Mahieu and C. Servais and Cathy Clerbaux and P.-F. Coheur;Measurements of hydrogen cyanide (HCN) and acetylene (C<sub>2</sub>H<sub>2</sub>) from the Infrared Atmospheric Sounding Interferometer (IASI);
159235996;2018-06-08;Maximilian Fisser;Development of a fiber optic sensor for hydrogen monitoring in transformers;
4745346;2010-12-01;Arvind Varma;New Methods to Generate Hydrogen from Boron Compounds and Water for Fuel-Cell Applications;
148022655;2016-07-19;Laurent Joly and Gabriele Tocci and Samy Merabia and Angelos Michaelides;Strong Coupling between Nanofluidic Transport and Interfacial Chemistry: How Defect Reactivity Controls Liquid-Solid Friction through Hydrogen Bonding;
89813587;2014-01-01;Rada Krgović and Jelena Trifković and Dušanka Milojković-Opsenica and Dragan Manojlović and Jelena Mutić;Leaching of Major and Minor Elements during the Transport and Storage of Coal Ash Obtained in Power Plant;
80170033;2012-01-01;Vincenzo Palma and Antonio Ricca and Paolo Ciambelli;Structured catalysts for methane auto-thermal reforming in a compact thermal integrated ATR reformer;
132587594;2017-06-02;Thomas Lade;Cooling analysis for hydrogen-fuelled scramjet combustors using CFD;
18421749;2014-05-01;Yingqun Ma and Yanwen Qin and Chuxia Lin;The role of rainwater-borne hydrogen peroxide in the release of arsenic from arsenopyrite;
55704586;2015-01-01;Ilje Pikaar and Elena Mejia Likosova and Stefano Freguia and Jürg Keller and Korneel Rabaey and Zhiguo Yuan;Electrochemical abatement of hydrogen sulfide from waste streams;
79442862;2015-04-15;O. S. Panwar and Ishpal Rawal and R. K. Tripathi and A. K. Srivastava and Mahesh Kumar;Structural, nanomechanical and variable range hopping conduction behavior of nanocrystalline carbon thin films deposited by the ambient environment assisted filtered cathodic jet carbon arc technique;
38631173;2015-04-17;L'HOSTIS Beatrice and HOUSSIN-AGBOMSON Deborah and JALLAIS Simon and VYAZMINA Elena and DANG-NHU Guy and BERNARD-MICHEL Gilles and KUZNETSOV Mikhail and MOLKOV Vladimir and CHERNYAVSKIY Boris and SHENTSOV Volodymir and MAKAROV Dmitriy and DEY Randy and HOOKER Philip and BARALDI Daniele and WEIDNER RONNEFELD Eveline and MELIDEO DANIELE and PALMISANO VALERIO and VENETSANOS Alexander and DER KINDEREN Jan;GUIDELINES AND RECOMMENDATIONS FOR INDOOR USE OF FUEL CELLS AND HYDROGEN SYSTEMS;
40656915;1992-01-01;U. Buenger and W. Zittel and F. Tristram and Ottobrunn (Germany) Ludwig-Boelkow-Systemtechnik GmbH;Chancen und Risiken bei einem verstaerkten Wasserstoffeinsatz  Untersuchung. Endbericht;
162612754;2018-08;Syarif Hidayat;ENERGY RECOVERY FROM WASTEWATER USING BIOELECTROCHEMICAL SYSTEMS DRIVEN BY REVERSE ELECTRODIALYSIS CELL;
162442055;2014;M. Vocciante and M. Trofa and P. Rodríguez-Estupiñán and L. Giraldo and T. D’Auria and J. C. Moreno-Piraján and A. Erto;A rigorous procedure for the design of adsorption units for the removal of cadmium and nickel from process wastewaters;
296625967;2015-11-26; and Lopes D.G.da Silva E.P. and Pinto C.S. and Neves N.P. and Camargo J.C. and Ferreira P.F.P. and Furlan A.L. and Lopes D.G.;Technical And Economic Analysis Of A Power Supply System Based On Ethanol Reforming And Pemfc;
109452522;2004;Mathieu Bernier;An Experimental Investigation of Heat Transfer to;
300444600;2018-01-30;Mohammed Ataur Rahman and Myo Aung Kaw and Rafia Afroz;Modeling and simulation of Graphene/Palladium catalyst reformer for hydrogen generation from waste of IC engine;
23484707;1993;Robert A. Huggins;Some Materials Aspects of the Electrochemical Insertion of Hydrogen and Deuterium into Metals”, to be published in these proceedings;
224414536;2018-01-01;Brendan Shaffer;Optimal Utilization of Forestry Biomass in Integrated Gasification Systems for Fueling Zero Emission Vehicles;
23308731;2013-10-06;K. Wipke and S. Sprik and J. Kurtz and J. Garbak;Chapter 60 Field experience with fuel cell vehicles;
302933859;2006-10-12;GA Millard and TA Mather and DM Pyle and WI Rose and B Thornton;Halogen emissions from a small volcanic eruption: Modeling the peak concentrations, dispersion, and volcanically induced ozone loss in the stratosphere;
270134725;2019-05-09;Yuz Asaf Zúniga-Ventura;Control no-lineal de un sistema de conversión eléctrica basado en una celda de combustible;
142938590;2014-02-21;Daniel Alexander Flórez-Orrego;Thermodynamics and environmental comparison (CO2 emissions) of production and end use routes of vehicle fuels, derived from petroleum, natural gas, biofuels, hydrogen and electricity (electric vehicles).;
55620685;2012-07-01;A. Mahjoub and A. Gouveia and N. Carrasco and C. D. Pintassilgo and L. Marques and Marta M. D. Ramos and L. L. Alves and G. Cernogora;Capacitively coupled rf coupled plasmas in N2-H2 mixtures;
