Id,Date,Auteur,Titre,Langue,MotCle,Pays,Vehicule,Marque,Moteur,Stockage,Production,Domaine
216461376,1983-07-01,K.H. Im and R.K. Ahluwalia,Transport properties of fission product vapors,,,,,,,Gaz/,,
365387560,2019-01-01,Shareq Mohd Nazir and Jan Hendrik Cloete and Schalk Willem Petrus Cloete and Shahriar Amini,Efficient hydrogen production with CO2 capture using gas switching reforming (GSR): Technoeconomic assessment,,,,Train/,,,Gaz/Solide/,SMR/,Transport Marchandises/Ferroviaire/Energies Fossiles/
40623320,2004-01-01,Stuttgart (Germany))  Andr (DaimlerChrysler AG Metzner and Berlin (Germany))  Marc (Wissenschaftszentrum Berlin fuer Sozialforschung gGmbH Weider and Braunschweig (Germany))  Stephan (Hochschule fuer Bildende Kuenste Braunschweig Rammler and Abt. Innovation und Organisation (Germany)  Forschungsschwerpunkt Organisationen und Wissen Wissenschaftszentrum Berlin fuer Sozialforschung,Das Brennstoffzellen-Rennen  Aktivitaeten und Strategien bezueglich Wasserstoff und Brennstoffzelle in der Automobilindustrie,,,,Voiture/,,Combustion interne/Pile à combustible/,,,Transport Personnes/Automobile/
144142181,2007-07-31,Erik Wilhelm,Model-Based Validation of Fuel Cell Hybrid Vehicle Control Systems,,,Etats-Unis/,,,Combustion interne/Pile à combustible/Hybride/,Solide/,,Transport Personnes/
56573316,1995-01-01,RFG Ralph Meulenbroeks and RAH Richard Engeln and MNA Marc Beurskens and RMJ Roger Paffen and MCM Richard  van de Sanden and JJAM Joost  van der Mullen and DC Daan Schram,The argon-hydrogen expanding plasma : model and experiments,,,,Bateau/,,,,,
71323511,2008-03-01,David L. Greene and Paul Newsome Leiby and Brian James and Julie Perez and Margo Melendez and Anelia Milbrandt and Stefan Unnasch and Daniel Rutherford and Matthew Hooks,Hydrogen Scenario Analysis Summary Report: Analysis of the Transition to Hydrogen Fuel Cell Vehicles and the Potential Hydrogen Energy Infrastructure Requirements,,,Etats-Unis/,Voiture/,,Pile à combustible/,,,Transport Marchandises/Transport Personnes/Politique/Automobile/Performance/
80311724,2016-01-01,Maria Gabriella Villani and Fabio Cignini and Fernando Ortenzi and Domenico Suriano and Mario Prato,"The ""Smart Ring"" Experience in l'Aquila (Italy): Integrating Smart Mobility Public Services with Air Quality Indexes",,,Italie/,Bus/,,,,,Transport Personnes/Energies Fossiles/
80055125,2008,Andreas Schuster,Batterie- bzw. Wasserstoffspeicher bei elektrischen Fahrzeugen,,,Etats-Unis/,Voiture/,,Combustion interne/Pile à combustible/,Gaz/,Electrolyse/,Automobile/Energies Fossiles/
38631896,2015-07-07,SGOBBI ALESSANDRA and NIJS WOUTER and DE MIGLIO Rocco and CHIODI Alessandro and GARGIULO Maurizio and THIEL CHRISTIAN,How far away is hydrogen? Its role in the medium and long-term decarbonisation of the European energy system,,,,,,Pile à combustible/,,Electrolyse/,
84288306,2017-06-07,Ben H. Rainwater,Exploring interfacial and nanoscale electrical effects in solid state ionic conductors for application in low temperature solid oxide fuel cells and solid state batteries,,,,,,Pile à combustible/,Gaz/Liquide/Solide/,Electrolyse/,Astronautique/Transport Marchandises/Energies Renouvelables/Energies Fossiles/Performance/Chimie/
186522983,2017-01-01,T.M. Bijleveld,From lignin to marine biofuel - A market potential and GHG assessment of the most suitable conversion routes in Brazil and Scandinavia.,,,Brésil/,Bateau/,,Combustion interne/,,Pyrolyse du méthane/,Energies Renouvelables/Energies Fossiles/
144143765,2009-01-01,Yaser Maniyali,Modelling of A Clean Energy Hub with Hydrogen as Energy Vector Using Nanticoke Region as a Case Study,,,,,,Pile à combustible/,,,Transport Personnes/Energies Renouvelables/Energies Fossiles/Performance/
53361163,2015-01-01,S. Krishnan and M. Pagani and Claudia Agnini,Leaf waxes as recorders of paleoclimatic changes during the Paleocene-Eocene Thermal Maximum: Regional expressions from the Belluno Basin,,,Italie/,,,,,,Performance/
220163648,2019-01-01,Melissa Eklund,The potential benefits to balance power shortage in future mobility houses with hydrogen energy storages,,,Suède/,,,Hybride/,,,Energies Renouvelables/
150042505,2015-12-16,Cristina García-Iriepa (1295265) and Marco Marazzi (1268445) and Felipe Zapata (589535) and Alessio Valentini (114186) and Diego Sampedro (1295268) and Luis Manuel Frutos (1268451),Chiral Hydrogen Bond Environment Providing UnidirectionalRotation in Photoactive Molecular Motors,,,,,,Combustion interne/,Liquide/,,
326825676,2020-03-17,Izaskun Álvarez Meaza and Enara Zarrabeitia Bilbao and Rosa María Río Belver and Gaizka Garechana Anacabe,Fuel-Cell Electric Vehicles: Plotting a Scientific and Technological Knowledge Map,,,Japon/Etats-Unis/,Voiture/,,,,,Automobile/Energies Fossiles/
40153650,2009-01-01,Tao ZHOU and Bruno FRANCOIS and Frédéric COLAS,Control and energy management of a hybrid active wing generator including energy storage system with super-capacitors and hydrogen technologies for microgrid application,,,France/,Bus/,,Pile à combustible/Hybride/,,,Transport Personnes/Energies Renouvelables/
21287651,2010-09-29,Paul M. Novak,A DISLOCATION-BASED CONSTITUTIVE MODEL FOR HYDROGEN–DEFORMATION INTERACTIONS AND A STUDY OF HYDROGEN-INDUCED INTERGRANULAR FRACTURE BY,,,,Bateau/,,,,,Chimie/
10513381,April 2005,David S. Alexander,Advanced Energetics for Aeronautical Applications. Volume II,,,,Avion/,,Pile à combustible/,Liquide/,,Astronautique/Aéronautique/Performance/
19385901,,Guihua Wang and Joan M Ogden and Michael A Nicholas,Lifecycle impacts of natural gas to hydrogen pathways on urban air quality,,,,Camion/,,Combustion interne/Pile à combustible/,Gaz/Liquide/,SMR/,Transport Marchandises/Energies Fossiles/
154399120,2017,P. Lettenmeier and S. Kolb and N. Sata and A. Fallisch and L. Zielke and S. Thiele and A.S. Gago and K.A. Friedrich,Comprehensive investigation of novel pore-graded gas diffusion layers for high-performance and cost-effective proton exchange membrane electrolyzers,,,,,,,,Electrolyse/,Transport Personnes/Energies Renouvelables/Energies Fossiles/Chimie/
195544031,2016-12-13,Yiming Wu,Prédiction à long terme ds performances de piles à combustible à membrane échangeuse de protons par apprentissage statistique,,,,,Nissan/,Pile à combustible/,,,Automobile/Energies Renouvelables/Performance/
80303111,2014-11-21,Elia Gianotti,Génération d'hydrogène à haute pureté par déshydrogénation partial catalytique des carburants,,,,Avion/,,Pile à combustible/,,,Aéronautique/Energies Fossiles/Chimie/
199981307,2014-11-21,Elia Gianotti,Génération d'hydrogène à haute pureté par déshydrogénation partial catalytique des carburants,,,,Avion/,,Pile à combustible/,,,Aéronautique/Energies Fossiles/Chimie/
54809087,2014,Lorenzo Castagnola and Guglielmo Lomonaco and Riccardo Marotta,Nuclear Systems for Hydrogen Production: State of Art and Perspectives in Transport Sector,,,Chine/,,,,,,Energies Fossiles/
335014363,2020-08-01,Dennis Wilken and Matthias Oswald and Patrick Draheim and Christian Pade and Urte Brand and Thomas Vogt,Multidimensional assessment of passenger cars: Comparison of electric vehicles with internal combustion engine vehicles,,,,Voiture/,,Combustion interne/Pile à combustible/,,,Transport Personnes/Automobile/Performance/
84253033,2017,Yeidy Sorani Montenegro Camacho and Samir Bensaid and G. Piras and M. Antonini and Debora Fino,Techno-economic analysis of green hydrogen production from biogas autothermal reforming,,,,Voiture/,,,,,Automobile/
40122632,2012-01-01,Florent QUERINI and Patrick ROUSSEAUX,Analyse de cycle de vie des énergies alternatives pour l'automobile et propositions méthodologiques pour une meilleure évaluation des impacts locaux,,,Etats-Unis/France/,Voiture/,Renault/,,,,Transport Personnes/Politique/Automobile/Energies Renouvelables/Energies Fossiles/
300000899,2016-01-01,Zhi Yi Lee,Nanostructured 2D perovskites for high efficiency photovoltaics,,,,,,Hybride/,,,Energies Renouvelables/Performance/
297071467,,Gerardo Borgogna and Enrico Speranza and Thomas Lamberti and Alberto Nicola Traverso and Loredana Magistri and Eleonora Gadducci and Aristide Fausto Massardo and Paolo Olivieri,Design and development of a laboratory for the study of PEMFC system for marine applications,,,,Sous-marin/Bateau/,,Pile à combustible/Hybride/,Solide/,,Militaire/Energies Fossiles/Performance/
36209549,2011-01-01,Sara Rasmussen,Bränsleceller som applikation i bilar : Enstudie av Fuel Cell Electric Vehicles och deras potential för framtida kommersialisering,,,Suède/,Voiture/,,Combustion interne/Pile à combustible/,,,Transport Personnes/Automobile/Energies Fossiles/Performance/
90322324,2017-02-01,Xin Wang and Jun Yang and Lei Chen and Jifeng He,Application of Liquid Hydrogen with SMES for Efficient Use of Renewable Energy in the Energy Internet,,,,,,,Liquide/,,Energies Renouvelables/Performance/
188038672,2018-06-01,Edwin Raúl Grijalva Campana and José María López Martínez and María Nuria Flores Holgado and Victor del Pozo and Domingo Guinea,Energy projection of a photovoltaic system located in madrid for the obtaining of hydrogen in transportation applications,,,,,,Pile à combustible/,,Electrolyse/,Energies Renouvelables/Energies Fossiles/Chimie/
160467568,2018-01-01,Anna Tonner and Benjamin Nestorovic,Fuel cell and diesel material handling equipment for warehouse operations : A comparative life cycle assessment and cost analysis,,,,Camion/,,Combustion interne/Pile à combustible/,,Electrolyse/,Transport Marchandises/Energies Renouvelables/Energies Fossiles/Performance/
21631419,2004,Klaus Conrad,"Network effects, Compatibility and the Environment: The Case of Hydrogen Powered Cars",,,,Voiture/,,Pile à combustible/,,,Automobile/Energies Fossiles/
71200581,2001-10-30,Shane E. Roark and Tony F. Sammells and Richard A. Mackay and Lyrik Y. Pitzman and Alexandra Z. LaGuardia and Tom F. Barton and Sara L. Rolfe and Richard N. Kleiner and James E. Stephan and Mike J. Holmes and Aaron L. Wagner,ADVANCED HYDROGEN TRANSPORT MEMBRANES FOR VISION 21 FOSSIL FUEL PLANTS,,,,,,Combustion interne/,Gaz/,Gazéification du charbon/,Energies Fossiles/Performance/Chimie/
108419342,1986,Monterey Sha -b and William Donald Needham and William Donald Needham,FOR THE DEGREES OF OCEAN ENGINEER,,,Etats-Unis/,Bateau/,,,,,Militaire/Performance/
102295690,2005,Zempes For Propane Fuelling and V. Shokotov Germany,Elaboration of Zero Emissions Membrane Piston Engine System,,,,Voiture/,,Combustion interne/,Gaz/Liquide/,,Astronautique/Automobile/
287599628,2020-01-01,Stephen Samuel and Rogelio Gonzalez-Oropeza and Eduardo Cedillo Cornejo,Hydrogen fuel cell vehicle for Mexico City,,,Mexique/,,Toyota/,Combustion interne/Pile à combustible/Hybride/,,,Automobile/Performance/
80061390,2015,Dusan Blagojevic,"Implementation of hydrogen in auto industry : Hydrogen technology in comparison to other alternative technologies from economic, environmental and technical aspect",,,Etats-Unis/,,,Combustion interne/,,,Energies Renouvelables/
251090005,2014-10-31,Wei-Jhih Tseng,Photoelectrochemical study of n-GaN for water photoelectrolysis,,,,,,Combustion interne/Pile à combustible/,,Electrolyse/Fission photocatalytique/,Astronautique/Transport Marchandises/Energies Renouvelables/Energies Fossiles/Chimie/
266980265,2019-11-27,Adeola Awoyomi and Kumar Patchigolla and Edward J. Anthony,Process and economic evaluation of an on-board capture system for LNG-fuelled CO2 carriers,,,,Bateau/,,Combustion interne/,Liquide/,,Transport Marchandises/Politique/Energies Fossiles/Chimie/
36197909,2006-01-01,Clara Anghel,Modified oxygen and hydrogen transport in Zr-based oxides,,,,,,,Liquide/Solide/,,Energies Fossiles/
36218806,2004-01-01,Clara Anghel,Studies of transport in oxides on Zr-based materials,,,,,,Combustion interne/,Solide/,,Energies Fossiles/
198434898,2015-01-01,A. P. H. Goede,CO2-neutral fuels,,,,,,,,Electrolyse/,Energies Renouvelables/Energies Fossiles/Performance/Chimie/
102100756,2015-07-06,P. W. Graham,Modelling hydrogen fuel distribution,,,Australie/,,,Pile à combustible/,,SMR/Electrolyse/,Energies Fossiles/
55732292,2010-01-01,Joachim Demuynck and Sebastian Verhelst and Michel De Paepe and Henk Huisseune and Roger Sierens,Evaluation of heat transfer models with measurements in a hydrogen-fuelled spark ignition engine,,,,Train/,,Combustion interne/,,,Automobile/Ferroviaire/Energies Fossiles/Performance/
297074135,,Jarosław Markowski and Jacek Pielecha and Remigiusz Jasiński and Tomasz Kniaziewicz and Paweł Wirkowski,Development of alternative ship propulsion in terms of exhaust emissions,,,,Bateau/,,Combustion interne/Pile à combustible/,,,Astronautique/Energies Fossiles/Chimie/
303752600,2017-01-01,Viktoria Erfurt,Modeling of Microstructural Changes of Storage Materials for Rechargeable Oxide Batteries under Working Conditions,,,Allemagne/Etats-Unis/,,,Combustion interne/Pile à combustible/,,Electrolyse/,Astronautique/Energies Renouvelables/Chimie/
77622942,2015-08-21,Ade Muhlisa Afdaliana Afdaliana,Studi Tingkat Kualitas Udara Pada Ruas Jalan Utama Kota Makassar,,,,Voiture/,,,,,Transport Marchandises/Automobile/
25859894,2009-07-01,D. Hauglustaine and S. Szopa and F. Chevallier and P. Bousquet and I. Pison,"Multi-species inversion of CH<sub>4</sub>, CO and H<sub>2</sub> emissions from surface measurements",,,,Avion/Bateau/,,Combustion interne/,,,Aéronautique/Energies Fossiles/Chimie/
102706154,2015-09-04,,1 SAFETY OF HYDROGEN/NATURAL GAS MIXTURES BY,,,,,,,,,Energies Fossiles/
19096880,2013-12-10,Hans Christian Bøgdal Lauridsen,Afgiftsfritagelse for el- og brintbiler: Grønt fremskridt eller paradenummer?,,,Danemark/,Voiture/,,,,,Automobile/
26612098,2012-04-01,Kwang Ha,"Bis(acetato-&amp,#954,O)(di-2-pyridylamine-&amp,#954,2N2,N2&amp,#8242,)palladium(II)",,,,Bateau/,,,,,Aéronautique/
100676171,2014-12-25,William J. Cooper and Adam C. Jones and Robert F. Whitehead and Rod G. Zika and Robert G. Petasne and Department Of Chemistry,1 Sunlight Induced Photochemical Decay of Oxidants in Natural Waters: Implications in Ballast Water Treatment,,,,Bateau/,,,,,Performance/Chimie/
190229865,2018-12-15,Herib Jose Blanco Reaño and Wouter Nijs and Johannes Ruf and André Faaij,Potential for hydrogen and Power-to-Liquid in a low-carbon EU energy system using cost optimization,,,,,,Combustion interne/Pile à combustible/,,Electrolyse/,Transport Marchandises/Transport Personnes/Energies Renouvelables/Energies Fossiles/
162649788,2018-05-11,Ivana Perović,"Influence of the application of ionic activators based on d-metals Zn, Co, Cu, Ni, Mo and laser radiation on the energy efficiency of hydrogen generation from alkaline electrolysis.",,,,,,Combustion interne/,,Electrolyse/,Energies Renouvelables/
56740583,2015,C. Cremers and M. Hitscherich and P. Ries and A. Niedergesäß and M.S. Rau and K. Pinkwart and J. Tübke,Fuel cells as range extender or auxiliary power unit for electric vehicles,,,,Voiture/,,Pile à combustible/,,,Transport Personnes/Automobile/
132180039,2017-11-01,Masahiro Ito and Masahiro Ito and Masato Morino and Masato Morino and Terry A. Krulwich,Mrp Antiporters Have Important Roles in Diverse Bacteria and Archaea,,,,,,,,,Transport Marchandises/
40163415,2009-01-01,Nans PHAM and Aomar HADJADJ and Pere ROCA I CABARROCAS,Contribution à l étude des effets liés au transport de l hydrogène dans les couches minces et les dispositifs à base de silicium amorphe et microcristallin,,,Etats-Unis/France/,Voiture/,,,,,Automobile/Chimie/
216786855,Issued on:,Δινοπουλου Βαϊα  http://users.isc.tuc.gr/~vdinopoulou and Dinopoulou Vaia  http://users.isc.tuc.gr/~vdinopoulou,Design and simulation of the operation of an autonomous hybrid power systemusing renewable energy sources and hydrogen fuel cells,,,Etats-Unis/,Bus/,,Combustion interne/Pile à combustible/Hybride/,,,Transport Personnes/Energies Renouvelables/Energies Fossiles/Performance/
161252714,2016-12-13,Yiming Wu,Prédiction à long terme ds performances de piles à combustible à membrane échangeuse de protons par apprentissage statistique,,,,,Nissan/,Pile à combustible/,,,Automobile/Energies Renouvelables/Performance/
217905544,2018-12-07,Huan Li,Minimisation de la consommation d’énergie des véhicules hybrides à pile à combustible,,,,Voiture/,,Combustion interne/Pile à combustible/Hybride/,,,Automobile/Energies Fossiles/Performance/
333572222,2020-01-01,M. Pini and G. Breglia and M. Venturelli and L. Montorsi and M. Milani and P. Neri and A. M. Ferrari,Life cycle assessment of an innovative cogeneration system based on the aluminum combustion with water,,,,,,Combustion interne/,Liquide/,,Transport Marchandises/Energies Fossiles/
233032547,2019-09-19,Davor Rac,Usage of new energy sources for next generation tractors propulsion,,,Etats-Unis/,Tracteur/,,Combustion interne/,,,Agriculture/Astronautique/
359967371,2020-01-01,Ragni Fjellgaard Mikalsen and Andreas Sæter Bøe and Christoph Meraner and Reidar Stolen,Fra bensinstasjon til energistasjon : Endring av brann- og eksplosjonssikkerhet,,,Norvège/,Voiture/Camion/,,Combustion interne/,Gaz/Liquide/,,Astronautique/Transport Marchandises/Transport Personnes/Automobile/Energies Fossiles/Chimie/
343505097,2020-01-01,Andreu Cecilia Piñol and Javier Carroquino and Vicente Roda Serrat and Ramon Costa Castelló and Felix Manuel Barreras Toledo,"Optimal energy management in a standalone microgrid, with photovoltaic generation, short-term storage, and hydrogen production",,,,,,Pile à combustible/Hybride/,,,Energies Renouvelables/
97738737,2017,Ondřej Kunický,Hydrogen production,,,,,,Combustion interne/,,Electrolyse/,
212250498,2010-02-03,Lúcia Bollini Braga,Análise econômica do uso de célula a combustível para acionamento de ônibus urbano,,,Etats-Unis/,,,Combustion interne/Pile à combustible/,Liquide/,,Aéronautique/Transport Personnes/Energies Renouvelables/Energies Fossiles/
147368073,2015-01-01,Angélica Viviana González Arcos,RhPt and Ni based catalysts for fuel reforming in energy conversion,,,,,,Combustion interne/Pile à combustible/,Solide/,SMR/,Energies Renouvelables/Energies Fossiles/Chimie/
335014280,2020-07-01,Barbara Lopes Costa Gomes,Characterization of Advanced PTL structures for PEM Electrolyzers at High Temperatures and elevated Current Densities,,,,,,Pile à combustible/,Gaz/,Electrolyse/,Transport Personnes/Energies Renouvelables/Performance/Chimie/
149813197,2016-07-19,JasonK. Cooper (1557001) and Soren B. Scott (1665556) and Yichuan Ling (1450099) and Jinhui Yang (1557010) and Sijie Hao (490009) and Yat Li (1303611) and Francesca M. Toma (1351722) and Martin Stutzmann (1404514) and K. V. Lakshmi (1618063) and Ian D. Sharp (1293228),Role of Hydrogen in Defining the n‑Type Characterof BiVO<sub>4</sub> Photoanodes,,,,,,Combustion interne/Pile à combustible/,,,Transport Marchandises/Chimie/
38949553,2010-01-01,Adam Sobkowiak,Hydrogen absorption properties of scandium and aluminium based compounds,,,,,,,Gaz/Solide/,,Energies Fossiles/Chimie/
377331548,2015-07-01,Jesse Noar and Telisa Loveless and José Luís Navarro Herrero and Jonathan W. Olson and Jose M. Bruno-Barcena,Aerobic Hydrogen Production via Nitrogenase in Azotobacter vinelandii CA6,,,,,,Combustion interne/,,,Agriculture/Performance/Chimie/
19376037,,Joshua M Cunningham and Sig Gronich and Michael A Nicholas,Why Hydrogen and Fuel Cells are Needed to Support California Climate Policy,,,Etats-Unis/,,,Pile à combustible/Hybride/,,,Astronautique/Automobile/Energies Renouvelables/Energies Fossiles/
303845000,2019-01-01,Fabian Grüger,Initialinfrastruktur für Wasserstoffmobilität auf Basis von Flotten,,,Allemagne/,Voiture/Bus/,,Combustion interne/Pile à combustible/,,Electrolyse/,Agriculture/Transport Personnes/Automobile/Energies Renouvelables/Performance/
22626938,2013-07-23,Rob Res and Madhujit Deb Et Al and Probir Kumar Bose and Rahul Banerjee and Madhujit Deb and Corresponding Madhujit Deb,HYDROGEN COMBUSTION IN A SINGLE CYLINDER DIESEL ENGINE AND TO STUDY ITS PERFORMANCE AND COMBUSTION PARAMETERS,,,Etats-Unis/,,,Combustion interne/,Gaz/,,Energies Fossiles/Performance/
26913469,2002-01-01,Friedlmeier Gerardo and Friedrich J. and Panik F.,Test experiences with the DaimlerChrysler: Fuel cell electric vehicle NECAR,,,,Voiture/,Mercedes/Daimler/,Pile à combustible/,,,Automobile/
83618247,2017-01-01,Ondřej Kunický,Hydrogen production,,,,,,Combustion interne/,,Electrolyse/,
109207653,2016-10-10,,International Workshop Advances on Fuel Cells and the Hydrogen Economy,,,Portugal/,,,Pile à combustible/,,,
9715273,2005-05-01,T. O'Garra and S. Mourato and Peter J. G. Pearson,Analysing awareness and acceptability of hydrogen vehicles: A London case study,,,,,,,,,Automobile/
205897153,2015-11-30,Concettina Marino and Antonino Nucara and Matilde Pietrafesa,"Electrolytic Hydrogen Production From Renewable Source, Storage and Reconversion in Fuel Cells: The System of the “Mediterranea” University of Reggio Calabria ",,,,,,Combustion interne/Pile à combustible/,,Electrolyse/,Transport Marchandises/
57709903,2016-02-05,Renate Lemke,Markteinführung von Wasserstoff als Kraftstoff,,,Allemagne/Etats-Unis/,Voiture/,,Combustion interne/Pile à combustible/,,,Automobile/Energies Renouvelables/Performance/
40661112,1992-01-01,A.M. Saur,Berechnung von Gegenstrom-Diffusionsflammen bis zu Druecken von 3000 bar,,,,,,Combustion interne/,Gaz/,,Chimie/
101586677,2015-03-01,Thorsteinn I. Sigfússon,Iceland — a future hydrogen economy,,,Islande/,,,Pile à combustible/,,,Energies Fossiles/
100891381,2015-01-01,O. A. Rosyid and D. Jablonski and U. Hauptmanns,1 Risk Analysis for the Infrastructure of a Hydrogen Economy,,,,,,Combustion interne/,,,Energies Renouvelables/Energies Fossiles/
203701456,2015-12-31,Narumi Ota and Masashi Katsura and Kennosuke Ando and Tomoaki Takao and Takakazu Shintomi and Yasuhiro Makida and Takataro Hamajima and Makoto Tsuda and Daisuke Miyagi and Hiroshi Tsujigami and Shizuichi Fujikawa and Toshiaki Semba and Katsuya Iwaki,Eddy Current Loss Induced in Aluminum Thermal Conduction Strips for ASPCS Coils Indirectly Cooled by Liquid Hydrogen through Thermo-siphon System ,,,,,,Pile à combustible/,Liquide/,,Energies Renouvelables/
84850208,2017-06-09,Tom Bosserez,Foto-elektrochemische cellen voor de productie van waterstof uit zonlicht en water: cell design en iontransport,,,Etats-Unis/,Voiture/,,Combustion interne/Pile à combustible/,Solide/,Electrolyse/,Transport Personnes/Automobile/Energies Renouvelables/Energies Fossiles/Chimie/
21448531,2011-06-01,,Hydrogen Fuel Cell Electric Vehicles,,,Etats-Unis/,Voiture/Camion/,Honda/Daimler/Toyota/,Combustion interne/Pile à combustible/,,,Astronautique/Transport Marchandises/Transport Personnes/Automobile/Energies Fossiles/Performance/
298886354,2014-09-18,Lucas Faccioni Chanchetti,Scientometrics applied to hydrogen storage materials,,,,,,Pile à combustible/Hybride/,,,Energies Fossiles/Chimie/
220143071,2019-08-01,Jared B. Moss,Computational and Experimental Studies on Energy Storage Materials and Electrocatalysts,,,Etats-Unis/,,,Combustion interne/Pile à combustible/,,Electrolyse/,Energies Renouvelables/Energies Fossiles/Chimie/
71224398,2002-05-01,Samuel S. Tam,GASIFICATION PLANT COST AND PERFORMANCE OPTIMIZATION,,,,Train/,,Combustion interne/,,Gazéification du charbon/,Politique/Ferroviaire/Energies Fossiles/Performance/
81038579,2015-01-01,GODFREY SSAJJA SSALI,Energy flow in a Hybrid Wind/ Hydrogen System for Kampala and Tororo towns in Uganda,,,Ouganda/,,,Hybride/,Gaz/,,Astronautique/Politique/Energies Renouvelables/Performance/
224458025,2015-01-01,Leah Katherine Rubin Shen,Electrochemical Analysis of New Materials for Proton-Exchange Membrane Fuel Cells: Hydrogenated N-Heterocyclic Compounds for Virtual Hydrogen Storage and “Click”-Functionalized Metallocorrole Complexes for Oxygen Reduction,,,,,,Combustion interne/Pile à combustible/,,Electrolyse/,Transport Marchandises/Politique/Energies Renouvelables/Energies Fossiles/Chimie/
71328974,2001-01-01,S. A. (Shaheerah A.) Fateen,Fuel cell systems for personal and portable power applications,,,,Voiture/,,Combustion interne/Pile à combustible/,Gaz/Solide/,Electrolyse/,Militaire/Astronautique/Transport Personnes/Automobile/
375559222,2019-08-01,Jeong Do Kim,"Dynamics of Cellular Flame Propagation for Hydrogen, Methane, and Propane",,,Japon/Etats-Unis/,Voiture/,,Combustion interne/,,,Automobile/Energies Fossiles/
105202669,2016-08-29,Neelkanth G. Dhere and Anil U. Pai,ISEC2004-65050 DEVELOPMENT OF TIN/MOS2 COMPOSITE TRIBOLOGICAL COATINGS FOR CRYOCOOLERS,,,Etats-Unis/,,,,Gaz/Liquide/,,Astronautique/Transport Marchandises/Chimie/
101104059,2007,,cien g,,,,,,Combustion interne/Pile à combustible/,Solide/,Thermochimie/,Transport Marchandises/Energies Fossiles/Performance/
216466620,1982-01-01,W.F. Stewart,Operating experience with a liquid-hydrogen fueled Buick and refueling system,,,,Voiture/Bateau/,,,Liquide/,,Politique/Automobile/
212627396,2002-01-01,Liju Oommen and Senthil Natarajan and Suresh Dontula and Prabakar Murugappan and Shibashis Mukherjee and Sivakumar Thuraiyur,Fuel Cell: An Analysis of Technology Lifecycle,,,Etats-Unis/,Voiture/,,Combustion interne/Pile à combustible/,,,Automobile/Energies Fossiles/
130209344,2017-01-12,D.R. (author) Hordijk,Hydrogen-powered Ultra-large Cargo Aeroplane: A study into the Economic & Operational Feasibility,,,,Avion/,,,,,Aéronautique/Transport Marchandises/
21105296,2003,David S. Alexander,Advanced Energetics for Aeronautical Applications,,,,Avion/,,Pile à combustible/,Liquide/,,Astronautique/Aéronautique/Performance/
296591981,2018-05-11,Ivana Perović,"Influence of the application of ionic activators based on d-metals Zn, Co, Cu, Ni, Mo and laser radiation on the energy efficiency of hydrogen generation from alkaline electrolysis.",,,,,,Combustion interne/,,Electrolyse/,Energies Renouvelables/
19941132,2005,Harald Miland,Operational Experience and Control Strategies for a Stand-Alone Power System based on Renewable Energy and Hydrogen,,,Etats-Unis/,Bus/Bateau/,,Pile à combustible/,Gaz/Liquide/Solide/,Electrolyse/,Transport Personnes/Energies Renouvelables/
71262360,2012-04-15,Jay Almlie,Distributed H{sub 2} Supply for Fuel Cell Utility Vehicles Year 6 - Activity 3.5 - Development fo a National Center for Hydrogen Technology,,,,,,Pile à combustible/,Gaz/Liquide/,,Energies Fossiles/Performance/
200033332,2009-06-30,Tao Zhou,Control and energy management of a hybrid active wing generator including energy storage system with super-capacitors and hydrogen technologies for microgrid application,,,,Bus/,,Pile à combustible/Hybride/,,,Transport Personnes/Energies Renouvelables/
23909714,2014-02-03,Rob Res and Madhujit Deb Et Al and Probir Kumar Bose and Rahul Banerjee and Madhujit Deb and Corresponding Madhujit Deb,COMBUSTION AND PERFORMANCE ANALYSIS OF HYDROGEN DIRECT INJECTION WITH DIESEL AS AN IGNITION SOURCE AT A PARTICULAR INJECTION TIMING WITH VARYING INJECTION DURATIONS,,,Etats-Unis/,,,Combustion interne/,Gaz/,,Energies Fossiles/Performance/
377383858,2020-03-23,Raquel Fuertes Izquierdo,IMPLEMENTACIÓN DE UN SISTEMA DE PILA COMBUSTIBLES A BORDO DE UN PEQUEÑO FERRY,,,,Bateau/,,Pile à combustible/Hybride/,Gaz/Liquide/,,Astronautique/Transport Personnes/Energies Fossiles/
362647639,2020-05-13,Matthias Oswald and Dennis Wilken and Patrick Draheim and Christian Pade and Urte Brand and Thomas Vogt,Multidimensional assessment of passenger cars: Comparison of electric vehicles with internal combustion engine vehicles,,,,Voiture/,,Combustion interne/Pile à combustible/,,,Transport Personnes/Automobile/Performance/
185652846,2010-04,?????????,Optimization of EMC management plan for BOP(Balance of Plant) of fuel cell electric vehicle(FCEV),,,,Voiture/,,Pile à combustible/Hybride/,Gaz/,,Automobile/Energies Fossiles/
22626132,2013-07-23,,PLC Based Energy Management and Control Design for an,,,,,,Combustion interne/Pile à combustible/Hybride/,,,Astronautique/Energies Renouvelables/
71262650,2010-12-31,Thomas M. Grieb and W. B. Mills and Mark Z. Jacobson and Karen V. Summers and A. Brook Crossan,Potential Environmental Impacts of Hydrogen-based Transportation and Power Systems,,,Etats-Unis/,,,Combustion interne/Pile à combustible/,Liquide/,Electrolyse/,Astronautique/Transport Marchandises/Energies Fossiles/
